Date Opened,Date Closed,Fiscal Year,Closure Description,Not Timely,Not Jurisdictional,Processor,Housing,Employment,Public Accommodations,Education,Credit,Race,Race Type,Disability,Age,Sex,Sex Type,Pregnancy,National Origin,National Origin Type,Familial Status,Marital Status,Religion,Religion Type,Creed,Color,Sexual Orientation,Gender Identity,Retaliation,Processing Days
06/26/2017,08/31/2018,2019,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,431
06/26/2017,01/08/2018,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,Yes,Female,No,No,,No,Yes,No,,No,No,No,No,No,196
06/26/2017,11/30/2017,2018,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,157
06/26/2017,05/31/2018,2018,Right to Sue,No,No,Local,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,339
06/23/2017,07/19/2017,2018,No Jurisdiction,No,Yes,ICRC,No,No,Yes,No,No,Yes,Other,Yes,No,Yes,Female,No,Yes,Other National Origin,No,No,Yes,Other,Yes,Yes,Yes,Yes,No,26
06/23/2017,10/31/2018,2019,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,White,No,No,Yes,Female,No,Yes,Other National Origin,No,No,No,,No,No,Yes,Yes,Yes,495
06/22/2017,12/06/2017,2018,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,167
06/22/2017,12/12/2017,2018,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,Yes,Yes,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,173
06/22/2017,10/05/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,105
06/22/2017,02/20/2018,2018,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,243
06/22/2017,09/05/2017,2018,Withdrawal,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,75
06/22/2017,09/12/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,82
06/21/2017,12/07/2017,2018,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,169
06/21/2017,07/09/2018,2019,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,383
06/21/2017,07/11/2018,2019,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,385
06/21/2017,07/13/2017,2018,No Jurisdiction,No,Yes,ICRC,No,No,Yes,No,No,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,Yes,Yes,No,22
06/21/2017,03/07/2018,2018,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,Yes,No,Yes,259
06/21/2017,05/29/2018,2018,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,342
06/21/2017,12/07/2017,2018,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,169
06/21/2017,11/16/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,148
06/20/2017,11/27/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,160
06/20/2017,01/03/2018,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,Yes,Female,No,No,,No,No,Yes,Other,No,No,No,No,Yes,197
06/20/2017,10/05/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,107
06/20/2017,07/10/2017,2018,No Jurisdiction,No,Yes,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,20
06/20/2017,04/17/2018,2018,Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,301
06/20/2017,12/26/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,189
06/19/2017,09/08/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,81
06/19/2017,09/28/2017,2018,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,Yes,No,,No,No,No,,No,No,No,No,No,101
06/19/2017,10/03/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,Yes,No,,No,Yes,Other National Origin,No,No,No,,No,Yes,No,No,No,106
06/19/2017,09/05/2017,2018,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,78
06/19/2017,10/05/2017,2018,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,108
06/19/2017,01/09/2018,2018,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,Yes,Other,Yes,No,No,,No,Yes,Hispanic,No,No,No,,No,No,No,No,Yes,204
06/19/2017,10/30/2018,2019,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,Yes,Other,No,No,No,No,Yes,498
06/19/2017,11/21/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,Yes,No,No,155
06/19/2017,07/13/2017,2018,No Jurisdiction,No,Yes,ICRC,No,No,Yes,No,No,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,Yes,Yes,No,24
06/19/2017,07/13/2017,2018,No Jurisdiction,No,Yes,ICRC,No,No,Yes,No,No,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,Yes,Yes,No,24
06/19/2017,04/17/2018,2018,Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,Yes,Other,No,No,Yes,Female,No,No,,No,No,No,,No,Yes,No,No,Yes,302
06/16/2017,12/19/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,White,Yes,Yes,Yes,Female,No,Yes,Other National Origin,No,No,Yes,Other,No,Yes,No,No,Yes,186
06/16/2017,10/31/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,Yes,No,No,137
06/16/2017,11/08/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,Yes,Yes,Black,No,No,No,,No,Yes,Other National Origin,No,No,No,,No,Yes,No,No,No,145
06/16/2017,09/21/2017,2018,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,Yes,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,97
06/16/2017,10/03/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,Yes,No,,No,No,No,,No,No,No,No,No,109
06/15/2017,11/21/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,Yes,Other,No,No,Yes,No,Yes,159
06/15/2017,11/21/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,Yes,No,Yes,159
06/15/2017,11/21/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,Yes,No,No,159
06/15/2017,07/13/2017,2018,lease Select,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,28
06/15/2017,07/19/2017,2018,No Jurisdiction,No,Yes,ICRC,No,No,Yes,No,No,Yes,Black,Yes,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,34
06/15/2017,07/13/2017,2018,Local AC Closure,No,No,Local,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,28
06/15/2017,08/22/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,Yes,No,No,Yes,Black,No,No,No,,No,Yes,Other National Origin,No,No,No,,No,Yes,No,No,No,68
06/15/2017,10/19/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,126
06/15/2017,08/14/2018,2019,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,Yes,Female,No,Yes,Other National Origin,No,No,No,,No,No,No,No,Yes,425
06/15/2017,12/26/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,Yes,Mexican,No,No,No,,No,No,No,No,No,194
06/15/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,76
06/15/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,76
06/14/2017,09/28/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,Yes,Muslim,No,No,No,No,No,106
06/14/2017,10/05/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,Yes,Yes,Yes,113
06/14/2017,12/15/2017,2018,Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,Yes,Other,No,Yes,No,,No,No,,No,No,No,,No,Yes,Yes,No,Yes,184
06/14/2017,10/03/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,Yes,Muslim,No,No,No,No,No,111
06/14/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,77
06/14/2017,09/26/2017,2018,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,104
06/13/2017,08/17/2020,2021,Local AC Closure,No,No,Local,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,1161
06/13/2017,08/22/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,70
06/13/2017,11/08/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,148
06/12/2017,08/08/2017,2018,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,Yes,Black,No,No,No,,No,No,,Yes,No,No,,No,No,No,No,No,57
06/12/2017,10/26/2017,2018,Local AC Closure,No,No,Local,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,136
06/12/2017,01/03/2018,2018,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,205
06/12/2017,06/20/2017,2017,Not Timely,Yes,No,ICRC,Yes,No,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,8
06/12/2017,10/18/2017,2018,Administrative Closure,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,128
06/12/2017,01/03/2018,2018,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,205
06/09/2017,09/06/2017,2018,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,89
06/09/2017,09/12/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,95
06/08/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,83
06/08/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,Yes,Other,No,No,No,No,Yes,83
06/08/2017,01/03/2019,2019,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,574
06/08/2017,01/04/2018,2018,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,210
06/07/2017,10/03/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,118
06/07/2017,07/03/2018,2019,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,Yes,Yes,Female,No,No,,No,No,No,,No,Yes,No,No,Yes,391
06/07/2017,09/21/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,Yes,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,106
06/07/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,Yes,No,No,84
06/07/2017,08/22/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Other,Yes,Yes,Yes,Male,No,Yes,Other National Origin,No,No,Yes,Other,No,Yes,Yes,No,Yes,76
06/07/2017,11/21/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,167
06/07/2017,09/05/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,90
06/07/2017,12/20/2017,2018,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,196
06/07/2017,08/15/2018,2019,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,Yes,No,434
06/06/2017,09/08/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,94
06/05/2017,10/03/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,120
06/05/2017,04/11/2018,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,310
06/05/2017,11/09/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,157
06/05/2017,10/05/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,122
06/05/2017,02/05/2018,2018,Satisfactory Adjustment,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,245
06/05/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,86
06/05/2017,08/23/2018,2019,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,444
06/02/2017,08/08/2017,2018,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,67
06/02/2017,09/12/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,Yes,Other,No,No,No,No,Yes,102
06/02/2017,09/08/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Other,No,Yes,No,,No,Yes,Hispanic,No,No,No,,No,Yes,No,No,Yes,98
06/02/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,Yes,Yes,Male,No,No,,No,No,No,,No,Yes,No,No,No,89
06/02/2017,01/19/2018,2018,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,231
06/02/2017,09/08/2017,2018,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,98
06/02/2017,08/09/2017,2018,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,68
06/02/2017,02/20/2018,2018,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,263
06/02/2017,04/23/2019,2019,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,690
06/02/2017,08/16/2018,2019,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,440
06/01/2017,03/01/2018,2018,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,Yes,Other,Yes,No,Yes,Female,No,Yes,Other National Origin,No,No,No,,No,No,No,No,Yes,273
06/01/2017,08/23/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,83
06/01/2017,10/05/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,126
06/01/2017,01/11/2018,2018,Right to Sue,No,No,ICRC,No,Yes,No,Yes,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,224
05/31/2017,10/03/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,125
05/31/2017,02/26/2018,2018,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,271
05/31/2017,07/12/2017,2018,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,42
05/31/2017,11/01/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,Yes,Yes,Female,No,No,,No,No,No,,No,Yes,No,No,No,154
05/31/2017,11/30/2017,2018,Administrative Closure,No,No,ICRC,No,No,No,Yes,No,No,,Yes,No,No,,No,No,,No,No,Yes,Other,No,No,No,No,No,183
05/31/2017,02/21/2018,2018,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,266
05/30/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,92
05/30/2017,03/01/2018,2018,Local AC Closure,No,No,Local,No,Yes,No,No,No,No,,No,No,No,,Yes,No,,No,No,No,,No,No,No,No,Yes,275
05/30/2017,08/29/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Asian or Pacific Islander,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,91
05/30/2017,06/12/2018,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,378
05/30/2017,10/19/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,142
05/30/2017,07/31/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,62
05/26/2017,01/31/2018,2018,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,250
05/26/2017,05/22/2018,2018,No Probable Cause,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,361
05/26/2017,11/29/2017,2018,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,187
05/26/2017,10/31/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Other,Yes,No,No,,No,Yes,Other National Origin,No,No,No,,No,Yes,No,No,Yes,158
05/26/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,96
05/25/2017,08/22/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,89
05/25/2017,08/15/2017,2018,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,82
05/25/2017,08/17/2017,2018,Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,Yes,Other,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,84
05/25/2017,08/22/2017,2018,Administrative Closure,No,No,Local,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,89
05/25/2017,09/05/2017,2018,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,No,,No,Yes,Other National Origin,No,No,No,,No,Yes,No,No,Yes,103
05/25/2017,08/29/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,Yes,Other,No,No,No,No,No,96
05/25/2017,08/29/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,96
05/25/2017,08/29/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,96
05/25/2017,08/23/2017,2018,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,90
05/25/2017,03/07/2018,2018,Local AC Closure,No,No,Local,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,286
05/24/2017,05/16/2018,2018,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,357
05/24/2017,07/12/2017,2018,Local AC Closure,No,No,Local,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,49
05/24/2017,11/01/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,161
05/24/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Male,No,No,,No,No,Yes,Other,No,No,No,No,Yes,98
05/24/2017,11/02/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,162
05/24/2017,08/29/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,97
05/24/2017,06/13/2017,2017,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,20
05/23/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Male,No,No,,No,No,No,,No,No,Yes,No,Yes,99
05/23/2017,06/28/2017,2017,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,36
05/22/2017,06/15/2017,2017,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,24
05/22/2017,08/22/2017,2018,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,92
05/22/2017,08/16/2017,2018,No Jurisdiction,No,Yes,Local,No,Yes,No,No,No,Yes,Black,Yes,Yes,Yes,Female,No,No,,No,No,No,,No,Yes,No,No,No,86
05/22/2017,06/19/2017,2017,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,28
05/22/2017,05/31/2017,2017,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,9
05/22/2017,05/30/2017,2017,No Jurisdiction,No,Yes,ICRC,No,No,Yes,No,No,Yes,Black,Yes,No,Yes,Male,No,Yes,Other National Origin,No,No,Yes,Protestant,No,Yes,Yes,No,No,8
05/22/2017,08/29/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Other,Yes,No,Yes,Female,Yes,Yes,Other National Origin,No,No,No,,No,Yes,No,No,No,99
05/22/2017,08/08/2017,2018,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,78
05/22/2017,12/07/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,Yes,Female,Yes,No,,No,No,No,,No,No,No,No,Yes,199
05/19/2017,09/21/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,125
05/19/2017,09/05/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,Yes,Other National Origin,No,No,No,,No,Yes,No,No,Yes,109
05/19/2017,10/18/2018,2019,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,517
05/19/2017,02/13/2018,2018,Withdrawal,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,270
05/19/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,103
05/19/2017,08/30/2017,2018,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,103
